Sample,BEAT,hz1,idx1,noize1,avg1,thresh1,cur1,sd1,is_beat1,hz2,idx2,noize2,avg2,thresh2,cur2,sd2,is_beat2,hz3,idx3,noize3,avg3,thresh3,cur3,sd3,is_beat3
2   ,6,60,6,0.18,0.05,0.17,0.01,0.14,0,75,7,0.19,0.06,0.22,0.01,0.21,0,95,9,0.20,0.06,0.20,0.01,0.17,0
3   ,6,60,6,0.18,0.05,0.16,0.01,0.14,0,75,7,0.19,0.06,0.22,0.02,0.21,0,95,9,0.20,0.06,0.20,0.01,0.17,0
4   ,6,60,6,0.18,0.05,0.16,0.02,0.14,0,75,7,0.19,0.06,0.22,0.02,0.21,0,95,9,0.20,0.06,0.20,0.01,0.17,0
5   ,6,60,6,0.18,0.05,0.16,0.01,0.14,0,75,7,0.19,0.06,0.22,0.02,0.21,0,95,9,0.20,0.06,0.20,0.03,0.17,0
6   ,6,60,6,0.18,0.05,0.16,0.00,0.14,0,75,7,0.19,0.06,0.22,0.01,0.21,0,95,9,0.20,0.06,0.19,0.02,0.17,0
7   ,6,60,6,0.18,0.04,0.16,0.01,0.13,0,75,7,0.19,0.06,0.22,0.01,0.21,0,95,9,0.20,0.05,0.19,0.00,0.16,0
8   ,6,60,6,0.18,0.04,0.16,0.01,0.13,0,75,7,0.19,0.06,0.21,0.01,0.21,0,95,9,0.20,0.05,0.19,0.00,0.16,0
9   ,6,60,6,0.18,0.04,0.15,0.01,0.13,0,75,7,0.19,0.06,0.21,0.01,0.21,0,95,9,0.20,0.05,0.18,0.01,0.16,0
10  ,6,60,6,0.18,0.04,0.15,0.01,0.13,0,75,7,0.19,0.06,0.21,0.00,0.21,0,95,9,0.20,0.05,0.18,0.01,0.16,0
11  ,6,60,6,0.18,0.04,0.15,0.00,0.13,0,75,7,0.19,0.06,0.21,0.01,0.20,0,95,9,0.20,0.05,0.18,0.01,0.16,0
12  ,6,60,6,0.18,0.04,0.14,0.01,0.13,0,75,7,0.19,0.06,0.20,0.01,0.20,0,95,9,0.20,0.05,0.17,0.01,0.16,0
13  ,6,60,6,0.18,0.04,0.13,0.01,0.11,0,75,7,0.19,0.05,0.18,0.01,0.19,0,95,9,0.20,0.05,0.16,0.01,0.15,0
14  ,6,60,6,0.18,0.03,0.12,0.01,0.11,0,75,7,0.19,0.05,0.16,0.01,0.17,0,95,9,0.20,0.04,0.15,0.01,0.15,0
15  ,6,60,6,0.18,0.03,0.11,0.01,0.10,0,75,7,0.19,0.04,0.14,0.00,0.14,0,95,9,0.20,0.04,0.14,0.01,0.13,0
16  ,6,60,6,0.18,0.03,0.09,0.00,0.08,0,75,7,0.19,0.03,0.12,0.01,0.10,0,95,9,0.20,0.03,0.11,0.02,0.08,0
17  ,6,60,6,0.18,0.02,0.08,0.01,0.05,0,75,7,0.19,0.03,0.10,0.02,0.07,0,95,9,0.20,0.03,0.10,0.02,0.05,0
18  ,6,60,6,0.18,0.02,0.08,0.01,0.05,0,75,7,0.19,0.03,0.09,0.02,0.05,0,95,9,0.20,0.03,0.10,0.01,0.05,0
19  ,6,60,6,0.18,0.02,0.07,0.01,0.04,0,75,7,0.19,0.02,0.08,0.02,0.04,0,95,9,0.20,0.03,0.09,0.00,0.05,0
20  ,6,60,6,0.17,0.02,0.07,0.02,0.03,0,75,7,0.19,0.02,0.08,0.02,0.04,0,95,9,0.20,0.03,0.09,0.01,0.05,0
21  ,6,60,6,0.17,0.02,0.07,0.01,0.03,0,75,7,0.19,0.02,0.08,0.02,0.04,0,95,9,0.20,0.03,0.09,0.01,0.05,0
22  ,6,60,6,0.17,0.02,0.06,0.00,0.03,0,75,7,0.19,0.02,0.08,0.02,0.04,0,95,9,0.20,0.03,0.09,0.01,0.05,0
23  ,6,60,6,0.17,0.02,0.07,0.02,0.03,0,75,7,0.18,0.02,0.08,0.00,0.04,0,95,9,0.20,0.03,0.09,0.02,0.04,0
24  ,6,60,6,0.17,0.02,0.06,0.01,0.03,0,75,7,0.18,0.02,0.08,0.01,0.04,0,95,9,0.20,0.03,0.09,0.02,0.04,0
25  ,6,60,6,0.17,0.02,0.06,0.02,0.03,0,75,7,0.18,0.02,0.08,0.01,0.04,0,95,9,0.20,0.02,0.09,0.02,0.04,0
26  ,6,60,6,0.17,0.02,0.06,0.02,0.03,0,75,7,0.18,0.02,0.07,0.02,0.04,0,95,9,0.20,0.02,0.08,0.01,0.04,0
27  ,6,60,6,0.17,0.02,0.06,0.01,0.03,0,75,7,0.18,0.02,0.07,0.02,0.03,0,95,9,0.19,0.02,0.08,0.01,0.04,0
28  ,6,60,6,0.17,0.02,0.06,0.01,0.03,0,75,7,0.18,0.02,0.07,0.01,0.03,0,95,9,0.19,0.02,0.08,0.01,0.04,0
29  ,6,60,6,0.17,0.02,0.06,0.01,0.03,0,75,7,0.18,0.02,0.07,0.00,0.03,0,95,9,0.19,0.02,0.08,0.00,0.04,0
30  ,6,60,6,0.17,0.02,0.06,0.02,0.03,0,75,7,0.18,0.02,0.07,0.00,0.03,0,95,9,0.19,0.02,0.08,0.02,0.04,0
31  ,6,60,6,0.17,0.02,0.06,0.01,0.03,0,75,7,0.18,0.02,0.07,0.01,0.03,0,95,9,0.19,0.02,0.08,0.01,0.04,0
32  ,6,60,6,0.17,0.02,0.06,0.00,0.03,0,75,7,0.18,0.02,0.07,0.01,0.03,0,95,9,0.19,0.02,0.08,0.01,0.04,0
33  ,6,60,6,0.17,0.02,0.06,0.01,0.03,0,75,7,0.18,0.02,0.06,0.01,0.03,0,95,9,0.19,0.02,0.08,0.01,0.04,0
34  ,6,60,6,0.17,0.02,0.06,0.01,0.03,0,75,7,0.18,0.02,0.06,0.01,0.03,0,95,9,0.19,0.02,0.08,0.01,0.04,0
35  ,6,60,6,0.17,0.02,0.06,0.02,0.03,0,75,7,0.18,0.02,0.06,0.02,0.03,0,95,9,0.19,0.02,0.08,0.01,0.04,0
36  ,6,60,6,0.17,0.02,0.06,0.00,0.03,0,75,7,0.18,0.02,0.06,0.00,0.03,0,95,9,0.19,0.02,0.08,0.00,0.04,0
37  ,6,60,6,0.17,0.02,0.06,0.00,0.03,0,75,7,0.18,0.02,0.06,0.01,0.03,0,95,9,0.19,0.02,0.08,0.01,0.04,0
38  ,6,60,6,0.17,0.02,0.06,0.01,0.03,0,75,7,0.18,0.02,0.06,0.01,0.03,0,95,9,0.19,0.02,0.08,0.01,0.04,0
39  ,6,60,6,0.17,0.02,0.06,0.00,0.03,0,75,7,0.18,0.02,0.06,0.00,0.03,0,95,9,0.19,0.02,0.08,0.01,0.04,0
40  ,6,60,6,0.17,0.02,0.06,0.00,0.03,0,75,7,0.18,0.02,0.06,0.01,0.03,0,95,9,0.19,0.02,0.08,0.01,0.04,0
41  ,6,60,6,0.17,0.02,0.06,0.01,0.03,0,75,7,0.18,0.02,0.06,0.00,0.03,0,95,9,0.19,0.02,0.08,0.00,0.04,0
42  ,6,60,6,0.17,0.02,0.05,0.01,0.02,0,75,7,0.18,0.02,0.06,0.01,0.03,0,95,9,0.19,0.02,0.07,0.00,0.04,0
43  ,6,60,6,0.17,0.02,0.05,0.01,0.02,0,75,7,0.18,0.02,0.06,0.00,0.03,0,95,9,0.19,0.02,0.07,0.01,0.04,0
44  ,6,60,6,0.17,0.02,0.05,0.01,0.02,0,75,7,0.18,0.02,0.06,0.01,0.03,0,95,9,0.19,0.02,0.07,0.01,0.04,0
45  ,6,60,6,0.17,0.02,0.05,0.01,0.02,0,75,7,0.18,0.02,0.06,0.00,0.03,0,95,9,0.19,0.02,0.07,0.00,0.04,0
46  ,6,60,6,0.17,0.02,0.05,0.02,0.02,0,75,7,0.18,0.02,0.06,0.01,0.03,0,95,9,0.19,0.02,0.07,0.02,0.04,0
47  ,6,60,6,0.17,0.02,0.05,0.02,0.02,0,75,7,0.18,0.02,0.06,0.01,0.03,0,95,9,0.19,0.02,0.07,0.00,0.03,0
48  ,6,60,6,0.17,0.02,0.05,0.01,0.02,0,75,7,0.18,0.02,0.06,0.01,0.03,0,95,9,0.19,0.02,0.07,0.00,0.03,0
49  ,6,60,6,0.17,0.02,0.05,0.01,0.02,0,75,7,0.18,0.02,0.06,0.02,0.03,0,95,9,0.19,0.02,0.07,0.01,0.03,0
50  ,6,60,6,0.17,0.02,0.05,0.01,0.02,0,75,7,0.18,0.02,0.06,0.01,0.03,0,95,9,0.19,0.02,0.07,0.01,0.03,0
51  ,6,60,6,0.17,0.02,0.05,0.01,0.02,0,75,7,0.18,0.02,0.06,0.01,0.03,0,95,9,0.19,0.02,0.07,0.01,0.03,0
52  ,6,60,6,0.17,0.02,0.05,0.01,0.02,0,75,7,0.18,0.02,0.05,0.01,0.03,0,95,9,0.19,0.02,0.07,0.00,0.03,0
53  ,6,60,6,0.17,0.02,0.05,0.01,0.02,0,75,7,0.18,0.02,0.05,0.00,0.03,0,95,9,0.19,0.02,0.07,0.02,0.03,0
54  ,6,60,6,0.17,0.02,0.05,0.00,0.02,0,75,7,0.18,0.02,0.05,0.01,0.03,0,95,9,0.19,0.02,0.06,0.01,0.03,0
55  ,6,60,6,0.17,0.01,0.05,0.01,0.02,0,75,7,0.18,0.02,0.05,0.01,0.03,0,95,9,0.19,0.02,0.06,0.01,0.03,0
56  ,6,60,6,0.17,0.01,0.05,0.01,0.02,0,75,7,0.18,0.02,0.05,0.01,0.03,0,95,9,0.19,0.02,0.06,0.01,0.03,0
57  ,6,60,6,0.17,0.01,0.05,0.01,0.02,0,75,7,0.18,0.01,0.05,0.02,0.02,0,95,9,0.19,0.02,0.06,0.01,0.03,0
58  ,6,60,6,0.17,0.01,0.05,0.01,0.02,0,75,7,0.18,0.01,0.05,0.01,0.02,0,95,9,0.19,0.02,0.06,0.01,0.03,0
59  ,6,60,6,0.17,0.01,0.05,0.01,0.02,0,75,7,0.18,0.01,0.05,0.02,0.02,0,95,9,0.19,0.02,0.06,0.00,0.03,0
60  ,6,60,6,0.17,0.01,0.05,0.01,0.02,0,75,7,0.18,0.01,0.05,0.03,0.02,0,95,9,0.19,0.02,0.06,0.01,0.03,0
61  ,6,60,6,0.17,0.01,0.05,0.02,0.02,0,75,7,0.18,0.01,0.05,0.00,0.02,0,95,9,0.19,0.02,0.06,0.01,0.03,0
62  ,6,60,6,0.17,0.01,0.05,0.03,0.02,0,75,7,0.18,0.01,0.05,0.04,0.02,0,95,9,0.19,0.02,0.06,0.04,0.03,0
63  ,6,60,6,0.17,0.01,0.05,0.01,0.02,0,75,7,0.18,0.01,0.05,0.02,0.02,0,95,9,0.19,0.02,0.06,0.03,0.03,0
64  ,6,60,6,0.17,0.01,0.05,0.01,0.02,0,75,7,0.18,0.01,0.05,0.01,0.02,0,95,9,0.19,0.02,0.06,0.01,0.03,0
65  ,6,60,6,0.17,0.01,0.05,0.02,0.02,0,75,7,0.18,0.01,0.05,0.02,0.02,0,95,9,0.19,0.02,0.06,0.00,0.03,0
66  ,6,60,6,0.17,0.01,0.05,0.02,0.02,0,75,7,0.18,0.01,0.05,0.02,0.02,0,95,9,0.19,0.02,0.06,0.01,0.03,0
67  ,6,60,6,0.17,0.01,0.05,0.03,0.02,0,75,7,0.18,0.01,0.05,0.01,0.02,0,95,9,0.19,0.02,0.06,0.02,0.03,0
68  ,6,60,6,0.17,0.01,0.05,0.02,0.02,0,75,7,0.18,0.01,0.05,0.02,0.02,0,95,9,0.19,0.02,0.06,0.00,0.03,0
69  ,6,60,6,0.17,0.01,0.05,0.02,0.02,0,75,7,0.18,0.01,0.05,0.01,0.02,0,95,9,0.19,0.02,0.05,0.01,0.03,0
70  ,6,60,6,0.17,0.01,0.05,0.03,0.02,0,75,7,0.18,0.01,0.05,0.02,0.02,0,95,9,0.19,0.02,0.05,0.02,0.03,0
71  ,6,60,6,0.17,0.01,0.05,0.01,0.02,0,75,7,0.18,0.01,0.05,0.02,0.02,0,95,9,0.19,0.01,0.05,0.01,0.02,0
72  ,6,60,6,0.17,0.01,0.05,0.01,0.02,0,75,7,0.18,0.01,0.05,0.02,0.02,0,95,9,0.19,0.01,0.05,0.01,0.02,0
73  ,6,60,6,0.17,0.01,0.05,0.01,0.02,0,75,7,0.18,0.01,0.05,0.03,0.02,0,95,9,0.19,0.01,0.05,0.02,0.02,0
74  ,6,60,6,0.17,0.01,0.05,0.03,0.02,0,75,7,0.18,0.01,0.05,0.01,0.02,0,95,9,0.19,0.01,0.05,0.03,0.02,0
75  ,6,60,6,0.17,0.01,0.05,0.03,0.02,0,75,7,0.18,0.01,0.05,0.04,0.02,0,95,9,0.19,0.01,0.05,0.04,0.02,0
76  ,6,60,6,0.17,0.01,0.05,0.01,0.02,0,75,7,0.18,0.01,0.05,0.01,0.02,0,95,9,0.19,0.01,0.05,0.01,0.02,0
77  ,6,60,6,0.17,0.01,0.05,0.01,0.02,0,75,7,0.18,0.01,0.05,0.00,0.02,0,95,9,0.19,0.01,0.05,0.00,0.02,0
78  ,6,60,6,0.17,0.01,0.05,0.01,0.02,0,75,7,0.18,0.01,0.05,0.00,0.02,0,95,9,0.19,0.01,0.05,0.00,0.02,0
79  ,6,60,6,0.17,0.01,0.05,0.01,0.02,0,75,7,0.18,0.01,0.05,0.01,0.02,0,95,9,0.19,0.01,0.05,0.00,0.02,0
80  ,6,60,6,0.17,0.01,0.05,0.02,0.02,0,75,7,0.17,0.01,0.05,0.05,0.02,0,95,9,0.19,0.01,0.05,0.02,0.02,0
81  ,6,60,6,0.16,0.01,0.05,0.03,0.02,0,75,7,0.17,0.01,0.05,0.01,0.02,0,95,9,0.18,0.01,0.05,0.01,0.02,0
82  ,6,60,6,0.16,0.01,0.05,0.02,0.02,0,75,7,0.17,0.01,0.05,0.01,0.02,0,95,9,0.18,0.01,0.05,0.02,0.02,0
83  ,6,60,6,0.16,0.01,0.05,0.01,0.02,0,75,7,0.17,0.01,0.05,0.01,0.02,0,95,9,0.18,0.01,0.05,0.01,0.02,0
84  ,6,60,6,0.16,0.01,0.05,0.01,0.02,0,75,7,0.17,0.01,0.05,0.01,0.02,0,95,9,0.18,0.01,0.05,0.01,0.02,0
85  ,6,60,6,0.16,0.01,0.05,0.01,0.02,0,75,7,0.17,0.01,0.05,0.02,0.02,0,95,9,0.18,0.01,0.05,0.01,0.02,0
86  ,6,60,6,0.16,0.01,0.05,0.02,0.02,0,75,7,0.17,0.01,0.05,0.02,0.02,0,95,9,0.18,0.01,0.05,0.02,0.02,0
87  ,6,60,6,0.16,0.01,0.05,0.03,0.02,0,75,7,0.17,0.01,0.05,0.02,0.02,0,95,9,0.18,0.01,0.05,0.02,0.02,0
88  ,6,60,6,0.16,0.01,0.05,0.02,0.02,0,75,7,0.17,0.01,0.05,0.03,0.02,0,95,9,0.18,0.01,0.05,0.03,0.02,0
89  ,6,60,6,0.16,0.01,0.05,0.05,0.02,0,75,7,0.17,0.01,0.05,0.02,0.02,0,95,9,0.18,0.01,0.05,0.04,0.02,0
90  ,6,60,6,0.16,0.01,0.05,0.01,0.02,0,75,7,0.17,0.01,0.05,0.02,0.02,0,95,9,0.18,0.01,0.05,0.02,0.02,0
91  ,6,60,6,0.16,0.01,0.05,0.01,0.02,0,75,7,0.17,0.01,0.05,0.01,0.02,0,95,9,0.18,0.01,0.05,0.01,0.02,0
92  ,6,60,6,0.16,0.01,0.05,0.02,0.02,0,75,7,0.17,0.01,0.05,0.01,0.02,0,95,9,0.18,0.01,0.05,0.03,0.02,0
93  ,6,60,6,0.16,0.01,0.05,0.03,0.02,0,75,7,0.17,0.01,0.05,0.02,0.02,0,95,9,0.18,0.01,0.05,0.00,0.02,0
94  ,6,60,6,0.16,0.01,0.05,0.03,0.02,0,75,7,0.17,0.01,0.05,0.04,0.02,0,95,9,0.18,0.01,0.05,0.02,0.02,0
95  ,6,60,6,0.16,0.01,0.05,0.05,0.02,0,75,7,0.17,0.01,0.05,0.04,0.02,0,95,9,0.18,0.01,0.05,0.02,0.02,0
96  ,6,60,6,0.16,0.01,0.05,0.01,0.02,0,75,7,0.17,0.01,0.05,0.06,0.02,0,95,9,0.18,0.01,0.05,0.07,0.02,0
97  ,6,60,6,0.16,0.01,0.05,0.03,0.02,0,75,7,0.17,0.01,0.05,0.03,0.02,0,95,9,0.18,0.01,0.05,0.05,0.02,0
98  ,6,60,6,0.16,0.01,0.05,0.04,0.03,0,75,7,0.17,0.01,0.05,0.02,0.02,0,95,9,0.18,0.01,0.05,0.08,0.03,0
99  ,6,60,6,0.16,0.01,0.05,0.03,0.03,0,75,7,0.17,0.02,0.05,0.05,0.03,0,95,9,0.18,0.02,0.05,0.07,0.03,0
100 ,6,60,6,0.16,0.02,0.05,0.03,0.03,0,75,7,0.17,0.02,0.05,0.03,0.03,0,95,9,0.18,0.02,0.05,0.05,0.03,0
101 ,6,60,6,0.16,0.02,0.05,0.04,0.03,0,75,7,0.17,0.02,0.05,0.01,0.03,0,95,9,0.18,0.02,0.05,0.03,0.03,0
102 ,6,60,6,0.16,0.02,0.05,0.03,0.03,0,75,7,0.17,0.02,0.05,0.02,0.03,0,95,9,0.18,0.02,0.05,0.02,0.03,0
103 ,6,60,6,0.16,0.02,0.05,0.02,0.03,0,75,7,0.17,0.02,0.05,0.02,0.03,0,95,9,0.18,0.02,0.05,0.03,0.03,0
104 ,6,60,6,0.16,0.02,0.06,0.05,0.03,0,75,7,0.17,0.02,0.05,0.02,0.03,0,95,9,0.18,0.02,0.06,0.06,0.03,0
105 ,6,60,6,0.16,0.02,0.06,0.03,0.03,0,75,7,0.17,0.02,0.06,0.05,0.03,0,95,9,0.18,0.02,0.06,0.08,0.03,0
106 ,6,60,6,0.16,0.02,0.06,0.04,0.03,0,75,7,0.17,0.02,0.06,0.09,0.03,0,95,9,0.18,0.02,0.06,0.13,0.03,0
107 ,6,60,6,0.16,0.02,0.06,0.05,0.03,0,75,7,0.17,0.02,0.06,0.11,0.03,0,95,9,0.18,0.02,0.06,0.09,0.04,0
108 ,6,60,6,0.16,0.02,0.06,0.06,0.03,0,75,7,0.17,0.02,0.06,0.05,0.03,0,95,9,0.18,0.02,0.06,0.04,0.04,0
109 ,6,60,6,0.16,0.02,0.06,0.04,0.03,0,75,7,0.17,0.02,0.06,0.06,0.03,0,95,9,0.18,0.02,0.06,0.01,0.04,0
110 ,6,60,6,0.16,0.02,0.06,0.03,0.03,0,75,7,0.17,0.02,0.06,0.02,0.03,0,95,9,0.18,0.02,0.06,0.03,0.04,0
111 ,6,60,6,0.16,0.02,0.06,0.03,0.03,0,75,7,0.17,0.02,0.06,0.03,0.03,0,95,9,0.18,0.02,0.06,0.06,0.04,0
112 ,6,60,6,0.16,0.02,0.06,0.04,0.03,0,75,7,0.17,0.02,0.06,0.02,0.03,0,95,9,0.18,0.02,0.06,0.04,0.04,0
113 ,6,60,6,0.16,0.02,0.06,0.01,0.03,0,75,7,0.17,0.02,0.06,0.03,0.03,0,95,9,0.18,0.02,0.06,0.02,0.04,0
114 ,6,60,6,0.16,0.02,0.06,0.05,0.03,0,75,7,0.17,0.02,0.06,0.02,0.03,0,95,9,0.18,0.02,0.06,0.03,0.04,0
115 ,6,60,6,0.16,0.02,0.06,0.06,0.03,0,75,7,0.17,0.02,0.06,0.06,0.03,0,95,9,0.18,0.02,0.07,0.04,0.04,0
116 ,6,60,6,0.16,0.02,0.06,0.08,0.03,0,75,7,0.17,0.02,0.07,0.12,0.04,0,95,9,0.18,0.02,0.07,0.11,0.04,0
117 ,6,60,6,0.16,0.02,0.06,0.05,0.03,0,75,7,0.17,0.02,0.07,0.17,0.04,0,95,9,0.18,0.02,0.07,0.19,0.05,0
118 ,6,60,6,0.16,0.02,0.06,0.06,0.03,0,75,7,0.17,0.02,0.07,0.12,0.05,0,95,9,0.18,0.02,0.08,0.11,0.05,0
119 ,6,60,6,0.16,0.02,0.06,0.04,0.03,0,75,7,0.17,0.02,0.07,0.03,0.05,0,95,9,0.18,0.02,0.08,0.07,0.05,0
120 ,6,60,6,0.16,0.02,0.06,0.05,0.03,0,75,7,0.17,0.02,0.07,0.05,0.05,0,95,9,0.18,0.02,0.08,0.05,0.05,0
121 ,6,60,6,0.16,0.02,0.06,0.03,0.03,0,75,7,0.17,0.02,0.08,0.05,0.05,0,95,9,0.18,0.02,0.08,0.08,0.05,0
122 ,6,60,6,0.16,0.02,0.07,0.04,0.03,0,75,7,0.17,0.02,0.08,0.03,0.05,0,95,9,0.18,0.02,0.08,0.07,0.05,0
123 ,6,60,6,0.16,0.02,0.07,0.04,0.03,0,75,7,0.17,0.02,0.08,0.06,0.05,0,95,9,0.18,0.02,0.08,0.04,0.05,0
124 ,6,60,6,0.16,0.02,0.07,0.05,0.03,0,75,7,0.17,0.02,0.08,0.06,0.05,0,95,9,0.18,0.02,0.08,0.05,0.05,0
125 ,6,60,6,0.16,0.02,0.07,0.05,0.04,0,75,7,0.17,0.02,0.08,0.04,0.05,0,95,9,0.18,0.02,0.09,0.08,0.05,0
126 ,6,60,6,0.16,0.02,0.07,0.05,0.04,0,75,7,0.17,0.02,0.08,0.03,0.05,0,95,9,0.18,0.02,0.09,0.04,0.05,0
127 ,6,60,6,0.16,0.02,0.07,0.06,0.04,0,75,7,0.17,0.02,0.08,0.07,0.05,0,95,9,0.18,0.03,0.09,0.05,0.05,0
128 ,6,60,6,0.16,0.02,0.07,0.07,0.04,0,75,7,0.17,0.02,0.08,0.09,0.05,0,95,9,0.18,0.03,0.09,0.15,0.06,0
129 ,6,60,6,0.16,0.02,0.07,0.08,0.04,0,75,7,0.17,0.02,0.09,0.12,0.05,0,95,9,0.18,0.03,0.10,0.14,0.06,0
130 ,6,60,6,0.16,0.02,0.08,0.05,0.04,0,75,7,0.17,0.03,0.09,0.12,0.05,0,95,9,0.18,0.03,0.10,0.07,0.06,0
131 ,6,60,6,0.16,0.02,0.08,0.11,0.04,0,75,7,0.17,0.03,0.09,0.02,0.05,0,95,9,0.18,0.03,0.10,0.03,0.06,0
132 ,6,60,6,0.16,0.02,0.08,0.02,0.04,0,75,7,0.17,0.03,0.09,0.06,0.05,0,95,9,0.18,0.03,0.10,0.03,0.06,0
133 ,6,60,6,0.16,0.02,0.08,0.03,0.04,0,75,7,0.17,0.03,0.09,0.04,0.05,0,95,9,0.18,0.03,0.10,0.04,0.06,0
134 ,6,60,6,0.16,0.02,0.08,0.05,0.04,0,75,7,0.17,0.03,0.09,0.06,0.06,0,95,9,0.18,0.03,0.10,0.05,0.06,0
135 ,6,60,6,0.16,0.02,0.08,0.02,0.04,0,75,7,0.17,0.03,0.09,0.04,0.06,0,95,9,0.18,0.03,0.10,0.05,0.06,0
136 ,6,60,6,0.16,0.02,0.08,0.05,0.04,0,75,7,0.17,0.03,0.10,0.05,0.06,0,95,9,0.18,0.03,0.10,0.07,0.06,0
137 ,6,60,6,0.16,0.02,0.08,0.04,0.04,0,75,7,0.17,0.03,0.10,0.04,0.06,0,95,9,0.18,0.03,0.10,0.07,0.06,0
138 ,6,60,6,0.16,0.02,0.08,0.03,0.04,0,75,7,0.17,0.03,0.10,0.02,0.06,0,95,9,0.17,0.03,0.10,0.03,0.06,0
139 ,6,60,6,0.16,0.02,0.08,0.03,0.04,0,75,7,0.17,0.03,0.10,0.02,0.06,0,95,9,0.17,0.03,0.11,0.05,0.06,0
140 ,6,60,6,0.16,0.02,0.08,0.02,0.04,0,75,7,0.16,0.03,0.10,0.03,0.06,0,95,9,0.17,0.03,0.11,0.06,0.06,0
141 ,6,60,6,0.16,0.02,0.09,0.04,0.04,0,75,7,0.16,0.03,0.10,0.02,0.06,0,95,9,0.17,0.03,0.11,0.07,0.06,0
142 ,6,60,6,0.16,0.02,0.09,0.03,0.04,0,75,7,0.16,0.03,0.10,0.04,0.06,0,95,9,0.17,0.03,0.11,0.04,0.06,0
143 ,6,60,6,0.16,0.02,0.09,0.03,0.04,0,75,7,0.16,0.03,0.10,0.02,0.06,0,95,9,0.17,0.03,0.11,0.11,0.07,0
144 ,6,60,6,0.16,0.03,0.09,0.06,0.04,0,75,7,0.16,0.03,0.10,0.10,0.06,0,95,9,0.17,0.03,0.12,0.16,0.07,0
145 ,6,60,6,0.15,0.03,0.09,0.07,0.05,0,75,7,0.16,0.03,0.10,0.11,0.06,0,95,9,0.17,0.03,0.12,0.13,0.07,0
146 ,6,60,6,0.15,0.03,0.09,0.06,0.05,0,75,7,0.16,0.03,0.11,0.11,0.06,0,95,9,0.17,0.03,0.12,0.07,0.07,0
147 ,6,60,6,0.15,0.03,0.09,0.04,0.05,0,75,7,0.16,0.03,0.11,0.09,0.06,0,95,9,0.17,0.03,0.12,0.04,0.07,0
148 ,6,60,6,0.15,0.03,0.09,0.04,0.05,0,75,7,0.16,0.03,0.11,0.07,0.06,0,95,9,0.17,0.04,0.12,0.05,0.07,0
149 ,6,60,6,0.15,0.03,0.09,0.03,0.05,0,75,7,0.16,0.03,0.11,0.06,0.06,0,95,9,0.17,0.04,0.12,0.02,0.07,0
150 ,6,60,6,0.15,0.03,0.09,0.02,0.05,0,75,7,0.16,0.03,0.11,0.03,0.06,0,95,9,0.17,0.04,0.12,0.05,0.07,0
151 ,6,60,6,0.15,0.03,0.09,0.04,0.05,0,75,7,0.16,0.03,0.11,0.02,0.06,0,95,9,0.17,0.04,0.13,0.08,0.07,0
152 ,6,60,6,0.15,0.03,0.10,0.07,0.05,0,75,7,0.16,0.03,0.11,0.03,0.06,0,95,9,0.17,0.04,0.13,0.02,0.07,0
153 ,6,60,6,0.15,0.03,0.10,0.04,0.05,0,75,7,0.16,0.03,0.11,0.04,0.06,0,95,9,0.17,0.04,0.13,0.03,0.07,0
154 ,6,60,6,0.15,0.03,0.10,0.05,0.05,0,75,7,0.16,0.03,0.11,0.07,0.06,0,95,9,0.17,0.04,0.13,0.01,0.07,0
155 ,6,60,6,0.15,0.03,0.10,0.07,0.05,0,75,7,0.16,0.03,0.12,0.02,0.06,0,95,9,0.17,0.04,0.13,0.04,0.07,0
156 ,6,60,6,0.15,0.03,0.10,0.02,0.05,0,75,7,0.16,0.03,0.12,0.01,0.06,0,95,9,0.17,0.04,0.13,0.03,0.07,0
157 ,6,60,6,0.15,0.03,0.10,0.02,0.05,0,75,7,0.16,0.03,0.12,0.01,0.06,0,95,9,0.17,0.04,0.13,0.01,0.07,0
158 ,6,60,6,0.15,0.03,0.10,0.04,0.05,0,75,7,0.16,0.03,0.12,0.05,0.06,0,95,9,0.17,0.04,0.13,0.06,0.07,0
159 ,6,60,6,0.15,0.03,0.10,0.05,0.05,0,75,7,0.16,0.03,0.12,0.03,0.06,0,95,9,0.17,0.04,0.13,0.07,0.07,0
160 ,6,60,6,0.15,0.03,0.10,0.07,0.05,0,75,7,0.16,0.03,0.12,0.06,0.06,0,95,9,0.17,0.04,0.13,0.03,0.07,0
161 ,6,60,6,0.15,0.03,0.11,0.03,0.05,0,75,7,0.16,0.03,0.12,0.07,0.07,0,95,9,0.17,0.04,0.13,0.04,0.07,0
162 ,6,60,6,0.15,0.03,0.11,0.05,0.05,0,75,7,0.16,0.03,0.12,0.08,0.07,0,95,9,0.17,0.04,0.13,0.07,0.07,0
163 ,6,60,6,0.15,0.03,0.11,0.09,0.05,0,75,7,0.16,0.04,0.12,0.08,0.07,0,95,9,0.17,0.04,0.14,0.10,0.08,0
164 ,6,60,6,0.15,0.03,0.11,0.03,0.05,0,75,7,0.16,0.04,0.12,0.02,0.07,0,95,9,0.17,0.04,0.14,0.03,0.08,0
165 ,6,60,6,0.15,0.03,0.11,0.06,0.05,0,75,7,0.16,0.04,0.13,0.07,0.07,0,95,9,0.17,0.04,0.14,0.07,0.08,0
166 ,6,60,6,0.15,0.03,0.11,0.02,0.05,0,75,7,0.16,0.04,0.13,0.04,0.07,0,95,9,0.17,0.04,0.14,0.02,0.08,0
