Sample,BEAT,hz1,idx1,noize1,avg1,thresh1,cur1,sd1,is_beat1,hz2,idx2,noize2,avg2,thresh2,cur2,sd2,is_beat2,hz3,idx3,noize3,avg3,thresh3,cur3,sd3,is_beat3
1558,44,60,6,5.70,9.99,34.98,1.95,39.69,0,75,7,7.39,19.01,66.53,15.42,48.02,0,95,9,3.38,7.39,25.88,3.23,23.98,0
1559,44,60,6,5.70,9.73,34.05,1.81,39.35,0,75,7,7.39,18.53,64.85,13.84,47.12,0,95,9,3.37,6.38,22.33,1.25,18.95,0
1560,44,60,6,5.69,8.91,31.18,1.77,37.30,0,75,7,7.39,17.43,61.00,12.30,43.47,0,95,9,3.37,5.50,19.24,2.89,13.63,0
1561,44,60,6,5.69,7.58,26.52,4.17,31.97,0,75,7,7.38,16.30,57.06,9.15,39.49,0,95,9,3.37,5.09,17.81,7.00,11.69,0
1562,44,60,6,5.69,6.02,21.07,5.11,23.25,0,75,7,7.38,15.61,54.63,8.21,37.71,0,95,9,3.37,5.07,17.73,14.43,11.63,0
1563,45,60,6,5.68,4.83,16.92,3.41,16.05,0,75,7,7.38,15.35,53.72,17.24,37.23,0,95,9,3.37,5.34,18.68,41.74,12.67,1
1564,45,60,6,5.68,4.30,15.05,18.21,13.00,0,75,7,7.37,15.38,53.85,46.98,37.31,0,95,9,3.36,5.92,20.73,87.06,16.23,1
1565,45,60,6,5.67,4.38,15.34,73.82,13.67,0,75,7,7.37,16.07,56.25,124.71,39.98,1,95,9,3.36,6.54,22.90,103.66,19.92,1
1566,45,60,6,5.67,5.17,18.08,127.78,19.39,0,75,7,7.37,16.84,58.95,159.95,43.66,1,95,9,3.36,6.78,23.74,64.54,20.91,1
1567,45,60,6,5.66,6.38,22.33,175.92,27.15,1,75,7,7.36,17.10,59.85,102.00,44.56,1,95,9,3.36,6.82,23.89,24.95,21.00,1
1568,45,60,6,5.66,7.38,25.82,157.00,32.00,1,75,7,7.36,16.90,59.16,39.46,44.12,0,95,9,3.36,6.84,23.94,7.27,21.01,0
1569,45,60,6,5.66,7.94,27.78,106.78,33.98,1,75,7,7.36,16.52,57.83,25.08,43.28,0,95,9,3.36,6.86,24.00,13.48,21.04,0
1570,45,60,6,5.65,8.08,28.30,51.99,34.32,1,75,7,7.35,15.99,55.98,18.95,42.04,0,95,9,3.35,6.98,24.42,23.38,21.23,0
1571,45,60,6,5.65,8.20,28.69,27.34,34.49,0,75,7,7.35,15.53,54.36,26.78,40.85,0,95,9,3.35,7.06,24.72,21.18,21.37,0
1572,46,60,6,5.65,8.40,29.40,35.91,34.80,1,75,7,7.35,15.20,53.20,33.10,40.02,0,95,9,3.35,7.05,24.69,14.40,21.36,0
1573,46,60,6,5.64,8.39,29.36,10.65,34.79,0,75,7,7.34,14.97,52.39,40.15,39.41,0,95,9,3.35,7.00,24.49,13.93,21.26,0
1574,47,60,6,5.64,8.51,29.77,30.78,34.98,0,75,7,7.34,14.80,51.79,36.71,39.01,0,95,9,3.35,7.10,24.84,26.35,21.45,1
1575,47,60,6,5.63,8.50,29.76,12.41,34.97,0,75,7,7.34,14.55,50.93,18.82,38.56,0,95,9,3.35,7.31,25.58,53.12,22.14,1
1576,47,60,6,5.63,8.43,29.49,11.19,34.87,0,75,7,7.33,14.11,49.39,6.73,37.76,0,95,9,3.35,7.57,26.50,59.32,23.02,1
1577,47,60,6,5.63,8.53,29.86,27.56,35.03,0,75,7,7.33,13.63,47.72,9.66,36.76,0,95,9,3.34,7.89,27.61,47.94,23.75,1
1578,47,60,6,5.62,8.92,31.20,56.14,35.75,1,75,7,7.33,13.16,46.07,11.52,35.72,0,95,9,3.34,8.00,28.01,22.36,23.91,0
1579,47,60,6,5.62,9.44,33.03,76.48,36.94,1,75,7,7.32,12.77,44.71,23.90,34.72,0,95,9,3.34,7.99,27.97,9.23,23.90,0
1580,47,60,6,5.62,10.06,35.22,89.96,38.49,1,75,7,7.32,12.56,43.96,43.69,34.06,0,95,9,3.34,7.91,27.70,1.79,23.83,0
1581,47,60,6,5.62,10.68,37.37,87.82,39.93,1,75,7,7.31,12.68,44.39,77.63,34.51,1,95,9,3.34,7.81,27.34,5.29,23.70,0
1582,47,60,6,5.61,11.25,39.37,79.54,41.14,1,75,7,7.31,13.03,45.62,95.28,35.81,1,95,9,3.34,7.65,26.76,7.26,23.44,0
1583,47,60,6,5.61,11.86,41.51,84.19,42.45,1,75,7,7.30,13.49,47.22,90.05,37.22,1,95,9,3.34,7.49,26.20,3.27,23.22,0
1584,47,60,6,5.61,12.48,43.67,80.17,43.65,1,75,7,7.30,13.77,48.20,54.06,37.77,1,95,9,3.33,7.58,26.53,20.63,23.36,0
1585,47,60,6,5.60,12.84,44.95,48.90,44.17,1,75,7,7.30,14.01,49.04,40.63,38.12,0,95,9,3.33,7.89,27.62,39.90,23.92,1
1586,47,60,6,5.60,12.89,45.13,8.90,44.21,0,75,7,7.29,14.28,49.98,39.54,38.49,0,95,9,3.33,8.23,28.80,45.72,24.60,1
1587,47,60,6,5.60,13.05,45.68,21.23,44.36,0,75,7,7.29,14.45,50.58,27.86,38.68,0,95,9,3.33,8.48,29.67,32.24,24.97,1
1588,47,60,6,5.60,13.22,46.26,22.34,44.52,0,75,7,7.29,14.51,50.79,13.14,38.73,0,95,9,3.33,8.65,30.29,23.91,25.20,0
1589,48,60,6,5.60,13.33,46.65,14.27,44.61,0,75,7,7.28,14.58,51.03,12.84,38.78,0,95,9,3.33,9.01,31.54,47.35,25.90,1
1590,48,60,6,5.59,13.49,47.22,21.26,44.76,0,75,7,7.28,15.09,52.82,67.95,39.73,1,95,9,3.33,9.90,34.65,113.03,29.15,1
1591,48,60,6,5.59,14.02,49.06,66.86,45.63,1,75,7,7.28,16.12,56.43,132.45,42.87,1,95,9,3.33,10.93,38.25,129.30,32.90,1
1592,48,60,6,5.59,15.09,52.82,135.39,48.48,1,75,7,7.27,17.52,61.32,178.37,47.90,1,95,9,3.33,11.62,40.67,88.18,34.63,1
1593,48,60,6,5.59,16.69,58.41,201.50,53.95,1,75,7,7.27,18.55,64.92,133.30,50.60,1,95,9,3.33,11.80,41.29,24.52,34.82,0
1594,48,60,6,5.59,18.13,63.45,181.82,58.16,1,75,7,7.27,19.03,66.62,65.28,51.33,0,95,9,3.33,11.84,41.43,6.95,34.85,0
1595,48,60,6,5.59,19.08,66.78,120.55,60.11,1,75,7,7.27,19.23,67.29,27.57,51.50,0,95,9,3.32,11.89,41.62,8.27,34.89,0
1596,48,60,6,5.59,19.62,68.67,69.06,60.86,1,75,7,7.26,19.38,67.84,23.02,51.63,0,95,9,3.32,12.08,42.28,25.74,35.09,0
1597,48,60,6,5.58,20.04,70.15,54.82,61.37,0,75,7,7.26,19.66,68.82,38.71,51.93,0,95,9,3.32,12.39,43.38,40.37,35.52,0
1598,48,60,6,5.58,20.10,70.35,7.77,61.41,0,75,7,7.26,20.13,70.46,61.15,52.57,0,95,9,3.32,12.65,44.28,32.60,35.82,0
1599,48,60,6,5.58,20.37,71.30,34.39,61.66,0,75,7,7.26,20.60,72.10,60.62,53.19,0,95,9,3.32,12.65,44.29,2.21,35.82,0
1600,48,60,6,5.58,20.56,71.94,23.76,61.81,0,75,7,7.25,21.07,73.74,60.59,53.81,0,95,9,3.32,12.71,44.50,9.42,35.87,0
1601,48,60,6,5.58,20.82,72.87,33.28,62.05,0,75,7,7.25,21.58,75.52,66.25,54.53,0,95,9,3.32,12.78,44.72,10.34,35.91,0
1602,48,60,6,5.58,20.88,73.07,7.69,62.08,0,75,7,7.25,22.14,77.48,72.58,55.35,0,95,9,3.32,12.85,44.99,11.63,35.97,0
1603,48,60,6,5.58,20.96,73.37,11.69,62.14,0,75,7,7.25,22.67,79.34,68.93,56.09,0,95,9,3.32,12.93,45.24,10.72,36.02,0
1604,48,60,6,5.58,21.02,73.58,8.10,62.17,0,75,7,7.25,23.18,81.14,66.29,56.78,0,95,9,3.32,13.05,45.69,17.40,36.13,0
1605,48,60,6,5.58,21.18,74.12,19.80,62.29,0,75,7,7.25,23.62,82.69,56.86,57.30,0,95,9,3.32,13.16,46.06,14.18,36.21,0
1606,48,60,6,5.58,21.33,74.64,19.34,62.39,0,75,7,7.24,23.98,83.95,46.09,57.66,0,95,9,3.32,13.31,46.59,19.90,36.34,0
1607,48,60,6,5.58,21.50,75.24,21.95,62.52,0,75,7,7.24,24.35,85.22,47.06,58.02,0,95,9,3.32,13.54,47.39,29.95,36.59,0
1608,48,60,6,5.58,21.65,75.76,19.45,62.63,0,75,7,7.24,24.87,87.04,66.46,58.69,0,95,9,3.32,13.65,47.77,14.29,36.67,0
1609,48,60,6,5.58,21.71,75.97,8.12,62.66,0,75,7,7.24,25.43,89.01,71.18,59.43,0,95,9,3.32,13.71,47.99,9.45,36.71,0
1610,48,60,6,5.58,21.79,76.27,11.58,62.72,0,75,7,7.24,25.97,90.90,69.93,60.14,0,95,9,3.32,13.76,48.14,6.99,36.74,0
1611,48,60,6,5.58,21.86,76.52,10.05,62.76,0,75,7,7.24,26.49,92.72,68.29,60.80,0,95,9,3.32,13.82,48.37,9.51,36.78,0
1612,48,60,6,5.58,21.95,76.83,12.53,62.82,0,75,7,7.24,26.97,94.41,63.65,61.38,0,95,9,3.32,13.90,48.65,11.66,36.83,0
1613,48,60,6,5.58,22.02,77.09,10.18,62.86,0,75,7,7.24,27.38,95.83,55.19,61.82,0,95,9,3.32,14.07,49.24,23.82,37.00,0
1614,48,60,6,5.58,22.08,77.28,9.07,62.89,0,75,7,7.24,27.63,96.69,36.11,62.01,0,95,9,3.32,14.23,49.80,21.26,37.14,0
1615,48,60,6,5.58,22.13,77.46,9.16,62.92,0,75,7,7.24,27.81,97.35,30.56,62.15,0,95,9,3.32,14.49,50.70,33.11,37.43,0
1616,49,60,6,5.58,22.26,77.89,16.56,63.01,0,75,7,7.24,28.21,98.73,55.76,62.58,0,95,9,3.33,15.24,53.33,97.00,39.30,1
1617,49,60,6,5.58,22.78,79.74,66.41,63.68,0,75,7,7.24,29.24,102.35,135.55,64.86,1,95,9,3.33,16.27,56.94,131.55,42.44,1
1618,49,60,6,5.58,23.84,83.44,133.11,65.85,1,75,7,7.24,30.63,107.20,180.55,68.66,1,95,9,3.33,16.98,59.44,90.72,43.95,1
1619,49,60,6,5.58,25.37,88.79,191.90,69.91,1,75,7,7.24,31.81,111.35,155.69,71.38,1,95,9,3.33,17.27,60.45,38.51,44.27,0
1620,49,60,6,5.58,26.82,93.87,181.87,73.44,1,75,7,7.24,32.28,112.97,65.08,71.89,0,95,9,3.33,17.32,60.62,7.93,44.30,0
1621,49,60,6,5.58,27.79,97.28,122.05,75.11,1,75,7,7.24,32.43,113.49,26.16,71.98,0,95,9,3.33,17.37,60.78,7.47,44.32,0
1622,49,60,6,5.59,28.33,99.17,68.79,75.73,0,75,7,7.24,32.54,113.88,21.80,72.05,0,95,9,3.33,17.53,61.36,23.41,44.46,0
1623,49,60,6,5.59,28.76,100.67,54.45,76.15,0,75,7,7.24,32.77,114.68,37.02,72.22,0,95,9,3.33,17.80,62.31,36.38,44.75,0
1624,49,60,6,5.59,28.82,100.87,7.76,76.18,0,75,7,7.24,33.20,116.20,62.71,72.68,0,95,9,3.33,18.01,63.04,28.83,44.94,0
1625,49,60,6,5.59,29.07,101.75,33.14,76.37,0,75,7,7.25,33.66,117.79,66.10,73.18,0,95,9,3.33,18.08,63.29,10.68,44.98,0
1626,49,60,6,5.59,29.28,102.50,28.38,76.52,0,75,7,7.25,34.06,119.20,58.50,73.58,0,95,9,3.34,18.14,63.50,9.05,45.01,0
1627,49,60,6,5.59,29.55,103.44,34.74,76.72,0,75,7,7.25,34.52,120.81,65.14,74.06,0,95,9,3.34,18.20,63.71,10.84,45.05,0
1628,49,60,6,5.60,29.69,103.92,18.30,76.80,0,75,7,7.25,35.04,122.64,73.92,74.67,0,95,9,3.34,18.27,63.96,11.88,45.09,0
1629,49,60,6,5.60,29.78,104.23,12.19,76.85,0,75,7,7.25,35.53,124.36,70.73,75.22,0,95,9,3.34,18.34,64.20,11.05,45.13,0
1630,49,60,6,5.60,29.86,104.51,10.48,76.89,0,75,7,7.25,35.98,125.93,65.46,75.69,0,95,9,3.34,18.46,64.61,17.35,45.21,0
1631,49,60,6,5.60,29.96,104.86,13.22,76.94,0,75,7,7.25,36.36,127.25,56.29,76.03,0,95,9,3.34,18.57,64.98,16.17,45.28,0
1632,49,60,6,5.60,30.05,105.18,13.02,76.98,0,75,7,7.26,36.60,128.12,40.75,76.21,0,95,9,3.34,18.66,65.30,12.93,45.33,0
1633,49,60,6,5.61,30.17,105.61,16.82,77.05,0,75,7,7.26,36.88,129.07,43.41,76.41,0,95,9,3.34,18.82,65.87,23.78,45.46,0
1634,49,60,6,5.61,30.29,106.02,14.90,77.11,0,75,7,7.26,37.29,130.53,60.78,76.81,0,95,9,3.35,18.89,66.11,12.07,45.51,0
1635,49,60,6,5.61,30.35,106.22,8.71,77.14,0,75,7,7.26,37.75,132.11,65.91,77.26,0,95,9,3.35,18.94,66.31,8.87,45.53,0
1636,49,60,6,5.61,30.43,106.49,10.96,77.18,0,75,7,7.27,38.20,133.69,65.41,77.70,0,95,9,3.35,18.99,66.46,6.84,45.55,0
1637,49,60,6,5.61,30.50,106.75,9.89,77.21,0,75,7,7.27,38.65,135.27,65.60,78.14,0,95,9,3.35,19.05,66.66,9.12,45.58,0
1638,49,60,6,5.62,30.59,107.08,12.68,77.26,0,75,7,7.27,39.06,136.72,60.73,78.51,0,95,9,3.35,19.12,66.91,10.75,45.62,0
1639,49,60,6,5.62,30.68,107.36,10.76,77.30,0,75,7,7.27,39.41,137.95,52.96,78.79,0,95,9,3.35,19.29,67.50,23.29,45.74,0
1640,49,60,6,5.62,30.73,107.57,8.20,77.32,0,75,7,7.28,39.67,138.84,41.26,78.95,0,95,9,3.35,19.40,67.89,17.46,45.82,0
1641,49,60,6,5.62,30.87,108.04,17.86,77.39,0,75,7,7.28,39.91,139.70,39.63,79.10,0,95,9,3.36,19.58,68.52,25.78,45.96,0
1642,50,60,6,5.62,31.01,108.53,18.61,77.47,0,75,7,7.28,40.32,141.11,58.57,79.44,0,95,9,3.36,20.22,70.77,82.78,47.15,1
1643,50,60,6,5.63,31.47,110.15,58.53,77.92,0,75,7,7.28,41.23,144.30,121.31,80.89,0,95,9,3.36,21.12,73.92,114.82,49.29,1
1644,50,60,6,5.63,32.39,113.36,115.84,79.36,1,75,7,7.29,42.38,148.34,152.02,83.14,1,95,9,3.36,21.74,76.11,80.99,50.37,1
1645,50,60,6,5.63,33.69,117.90,164.07,82.01,1,75,7,7.29,43.28,151.47,119.82,84.49,0,95,9,3.36,22.01,77.02,35.11,50.60,0
1646,50,60,6,5.63,34.95,122.34,159.65,84.48,1,75,7,7.29,43.53,152.36,38.74,84.62,0,95,9,3.37,22.06,77.23,9.09,50.63,0
1647,50,60,6,5.64,35.85,125.47,112.03,85.74,0,75,7,7.30,43.77,153.18,34.67,84.72,0,95,9,3.37,22.12,77.42,9.06,50.65,0
1648,50,60,6,5.64,36.37,127.29,65.68,86.23,0,75,7,7.30,44.03,154.11,38.38,84.84,0,95,9,3.37,22.25,77.88,18.29,50.73,0
1649,50,60,6,5.64,36.79,128.76,53.44,86.57,0,75,7,7.31,44.41,155.45,51.64,85.07,0,95,9,3.37,22.56,78.96,39.16,51.01,0
1650,50,60,6,5.65,36.85,128.99,8.50,86.60,0,75,7,7.31,44.96,157.36,71.52,85.52,0,95,9,3.38,22.82,79.88,34.28,51.22,0
1651,50,60,6,5.65,37.09,129.82,30.44,86.73,0,75,7,7.31,45.52,159.31,71.91,85.96,0,95,9,3.38,22.91,80.19,12.52,51.26,0
1652,50,60,6,5.66,37.27,130.44,22.48,86.82,0,75,7,7.32,46.05,161.17,67.30,86.34,0,95,9,3.38,22.99,80.47,10.54,51.29,0
1653,50,60,6,5.66,37.55,131.42,35.87,86.99,0,75,7,7.32,46.62,163.18,72.91,86.78,0,95,9,3.38,23.09,80.82,12.98,51.34,0
1654,50,60,6,5.66,37.72,132.03,22.28,87.07,0,75,7,7.33,47.24,165.35,77.68,87.28,0,95,9,3.38,23.18,81.14,11.86,51.37,0
1655,50,60,6,5.67,37.79,132.26,9.13,87.09,0,75,7,7.33,47.80,167.29,69.46,87.66,0,95,9,3.39,23.24,81.34,7.77,51.39,0
1656,50,60,6,5.67,37.85,132.47,8.27,87.11,0,75,7,7.34,48.31,169.08,64.06,87.96,0,95,9,3.39,23.37,81.79,17.26,51.46,0
1657,50,60,6,5.67,37.95,132.81,13.46,87.15,0,75,7,7.34,48.76,170.66,58.14,88.20,0,95,9,3.39,23.51,82.27,18.56,51.53,0
1658,50,60,6,5.68,38.06,133.23,15.38,87.20,0,75,7,7.35,49.10,171.86,44.80,88.32,0,95,9,3.39,23.63,82.69,16.27,51.58,0
1659,50,60,6,5.68,38.22,133.75,19.48,87.26,0,75,7,7.35,49.46,173.11,47.04,88.45,0,95,9,3.40,23.83,83.40,26.60,51.71,0
1660,50,60,6,5.69,38.38,134.34,21.60,87.33,0,75,7,7.36,49.94,174.78,62.62,88.72,0,95,9,3.40,23.97,83.88,17.76,51.78,0
1661,50,60,6,5.69,38.45,134.56,8.88,87.35,0,75,7,7.36,50.48,176.69,71.03,89.08,0,95,9,3.40,24.04,84.13,10.37,51.80,0
1662,50,60,6,5.69,38.54,134.88,12.22,87.39,0,75,7,7.37,51.01,178.55,68.94,89.41,0,95,9,3.40,24.09,84.31,8.58,51.82,0
1663,50,60,6,5.70,38.62,135.17,10.53,87.41,0,75,7,7.37,51.53,180.36,67.84,89.71,0,95,9,3.41,24.14,84.47,7.03,51.83,0
1664,50,60,6,5.70,38.70,135.46,11.32,87.44,0,75,7,7.38,51.99,181.98,62.45,89.95,0,95,9,3.41,24.22,84.77,12.26,51.87,0
1665,50,60,6,5.71,38.79,135.75,11.22,87.47,0,75,7,7.38,52.39,183.36,54.87,90.12,0,95,9,3.41,24.41,85.42,25.64,51.98,0
1666,50,60,6,5.71,38.84,135.95,7.80,87.48,0,75,7,7.39,52.68,184.37,40.95,90.18,0,95,9,3.42,24.59,86.08,26.35,52.10,0
1667,50,60,6,5.71,38.91,136.19,9.14,87.50,0,75,7,7.40,52.89,185.12,32.09,90.20,0,95,9,3.42,24.84,86.93,34.23,52.30,0
1668,51,60,6,5.72,39.03,136.62,16.09,87.55,0,75,7,7.40,53.31,186.59,58.18,90.38,0,95,9,3.42,25.60,89.59,98.67,53.77,1
1669,51,60,6,5.72,39.44,138.06,51.47,87.85,0,75,7,7.41,54.20,189.70,116.68,91.44,0,95,9,3.42,26.64,93.24,134.27,56.36,1
1670,51,60,6,5.73,40.54,141.89,137.18,89.59,0,75,7,7.41,55.63,194.71,184.72,94.40,0,95,9,3.43,27.34,95.69,91.26,57.54,0
1671,52,60,6,5.73,42.11,147.39,196.39,92.95,1,75,7,7.42,56.85,198.99,158.70,96.43,0,95,9,3.43,27.62,96.66,37.98,57.75,0
1672,52,60,6,5.74,43.70,152.94,199.02,96.28,1,75,7,7.43,57.50,201.26,87.13,96.91,0,95,9,3.43,27.66,96.83,9.66,57.76,0
1673,52,60,6,5.74,44.66,156.32,121.40,97.56,0,75,7,7.43,57.68,201.88,27.78,96.90,0,95,9,3.44,27.67,96.84,4.21,57.77,0
1674,52,60,6,5.75,45.22,158.26,70.34,98.01,0,75,7,7.44,57.79,202.25,19.85,96.88,0,95,9,3.44,27.71,96.98,7.41,57.78,0
1675,52,60,6,5.75,45.74,160.07,65.22,98.41,0,75,7,7.45,57.99,202.97,33.29,96.89,0,95,9,3.45,27.81,97.32,16.08,57.82,0
1676,52,60,6,5.76,46.00,160.99,34.43,98.53,0,75,7,7.46,58.35,204.22,52.12,96.99,0,95,9,3.45,27.87,97.54,13.29,57.84,0
1677,52,60,6,5.76,46.05,161.18,10.70,98.55,0,75,7,7.46,58.73,205.56,54.05,97.09,0,95,9,3.45,27.88,97.58,8.10,57.84,0
1678,52,60,6,5.77,46.21,161.73,24.02,98.61,0,75,7,7.47,59.05,206.68,45.13,97.12,0,95,9,3.46,27.93,97.74,13.97,57.86,0
1679,52,60,6,5.78,46.37,162.29,25.37,98.67,0,75,7,7.48,59.37,207.81,49.77,97.20,0,95,9,3.46,27.95,97.83,17.41,57.88,0
1680,52,60,6,5.78,46.44,162.55,15.14,98.70,0,75,7,7.48,59.72,209.00,57.11,97.32,0,95,9,3.46,27.93,97.76,12.36,57.87,0
1681,52,60,6,5.79,46.43,162.51,4.09,98.69,0,75,7,7.49,60.03,210.09,57.13,97.45,0,95,9,3.47,27.99,97.95,13.27,57.89,0
1682,52,60,6,5.79,46.42,162.48,4.32,98.69,0,75,7,7.50,60.34,211.20,57.81,97.58,0,95,9,3.47,28.05,98.18,13.77,57.91,0
1683,52,60,6,5.80,46.46,162.61,6.63,98.70,0,75,7,7.51,60.69,212.43,59.40,97.71,0,95,9,3.47,28.14,98.49,14.21,57.95,0
1684,52,60,6,5.81,46.51,162.80,8.49,98.71,0,75,7,7.52,61.06,213.72,59.71,97.84,0,95,9,3.48,28.24,98.84,13.98,57.98,0
1685,52,60,6,5.81,46.55,162.92,6.23,98.72,0,75,7,7.52,61.43,214.99,57.74,97.94,0,95,9,3.48,28.30,99.06,10.77,57.99,0
1686,52,60,6,5.82,46.53,162.87,2.20,98.71,0,75,7,7.53,61.81,216.35,57.82,98.03,0,95,9,3.48,28.34,99.19,11.47,58.01,0
1687,52,60,6,5.82,46.67,163.35,22.26,98.76,0,75,7,7.54,62.21,217.75,58.15,98.11,0,95,9,3.49,28.40,99.41,22.23,58.05,0
1688,52,60,6,5.83,46.90,164.15,31.98,98.87,0,75,7,7.55,62.43,218.51,44.51,98.14,0,95,9,3.49,28.27,98.94,24.87,57.89,0
1689,52,60,6,5.83,46.93,164.27,22.59,98.88,0,75,7,7.56,62.24,217.84,22.77,98.09,0,95,9,3.50,27.69,96.92,15.25,56.86,0
1690,52,60,6,5.84,46.40,162.41,7.23,98.41,0,75,7,7.56,61.30,214.55,7.23,97.04,0,95,9,3.50,26.90,94.14,4.03,55.33,0
1691,52,60,6,5.85,45.38,158.84,0.38,97.04,0,75,7,7.57,60.02,210.07,0.17,95.06,0,95,9,3.50,26.39,92.36,1.08,54.71,0
1692,52,60,6,5.85,43.99,153.96,1.50,94.44,0,75,7,7.58,59.22,207.27,2.00,94.44,0,95,9,3.50,26.22,91.76,3.45,54.62,0
1693,52,60,6,5.86,42.78,149.72,5.70,92.31,0,75,7,7.58,59.00,206.52,12.48,94.42,0,95,9,3.51,26.41,92.43,31.23,54.76,0
1694,52,60,6,5.86,42.01,147.05,11.42,91.29,0,75,7,7.59,59.13,206.94,40.16,94.45,0,95,9,3.51,26.99,94.48,86.68,55.82,0
1695,53,60,6,5.87,42.03,147.11,54.10,91.31,0,75,7,7.60,59.90,209.65,115.91,95.40,0,95,9,3.51,27.84,97.45,129.48,58.08,1
1696,53,60,6,5.87,42.77,149.70,119.93,92.52,0,75,7,7.61,61.03,213.62,168.47,97.70,0,95,9,3.52,28.45,99.59,97.72,59.32,0
1697,54,60,6,5.88,43.96,153.87,184.93,95.29,1,75,7,7.62,62.03,217.11,157.56,99.60,0,95,9,3.52,28.69,100.43,44.39,59.57,0
1698,54,60,6,5.88,45.39,158.86,188.66,98.22,1,75,7,7.62,62.29,218.03,73.21,99.83,0,95,9,3.53,28.64,100.24,6.95,59.54,0
1699,54,60,6,5.89,46.20,161.71,132.67,99.58,0,75,7,7.63,62.24,217.85,30.30,99.82,0,95,9,3.53,28.49,99.71,7.70,59.45,0
1700,54,60,6,5.89,46.74,163.60,80.00,100.12,0,75,7,7.64,62.27,217.95,22.23,99.82,0,95,9,3.53,28.20,98.69,16.74,59.10,0
1701,54,60,6,5.90,47.12,164.93,58.63,100.42,0,75,7,7.65,62.48,218.67,32.66,99.79,0,95,9,3.54,28.02,98.06,36.66,58.80,0
1702,54,60,6,5.90,47.05,164.67,18.33,100.38,0,75,7,7.66,62.86,220.00,57.17,99.87,0,95,9,3.54,27.90,97.65,33.42,58.64,0
1703,54,60,6,5.91,46.80,163.81,25.35,100.16,0,75,7,7.66,63.27,221.43,62.58,99.99,0,95,9,3.54,27.84,97.44,14.86,58.59,0
1704,54,60,6,5.92,46.38,162.34,23.90,99.71,0,75,7,7.67,63.53,222.36,56.81,100.09,0,95,9,3.55,27.84,97.43,8.64,58.59,0
1705,54,60,6,5.92,45.93,160.75,33.40,99.12,0,75,7,7.68,63.70,222.94,64.42,100.21,0,95,9,3.55,27.92,97.70,11.66,58.62,0
1706,54,60,6,5.93,45.40,158.89,21.23,98.50,0,75,7,7.69,63.66,222.81,73.16,100.16,0,95,9,3.55,27.96,97.87,11.28,58.63,0
1707,54,60,6,5.93,44.85,156.99,11.58,97.95,0,75,7,7.70,63.46,222.11,70.34,99.86,0,95,9,3.56,27.98,97.94,9.72,58.64,0
1708,54,60,6,5.94,44.27,154.93,10.67,97.33,0,75,7,7.70,63.26,221.42,65.45,99.58,0,95,9,3.56,28.09,98.31,16.47,58.68,0
1709,54,60,6,5.94,43.74,153.08,14.01,96.77,0,75,7,7.71,63.29,221.51,57.06,99.60,0,95,9,3.56,28.06,98.21,17.17,58.66,0
1710,54,60,6,5.95,43.46,152.12,14.85,96.56,0,75,7,7.72,63.28,221.49,40.12,99.60,0,95,9,3.57,27.82,97.39,10.35,58.45,0
1711,54,60,6,5.95,43.54,152.38,18.03,96.59,0,75,7,7.73,63.30,221.54,41.31,99.60,0,95,9,3.57,27.65,96.78,24.25,58.24,0
1712,54,60,6,5.96,43.52,152.33,19.66,96.59,0,75,7,7.74,63.52,222.33,55.93,99.69,0,95,9,3.57,27.55,96.41,19.04,58.14,0
1713,54,60,6,5.96,43.41,151.93,7.73,96.53,0,75,7,7.74,63.93,223.77,64.62,99.82,0,95,9,3.58,27.42,95.97,8.09,58.06,0
1714,54,60,6,5.97,43.38,151.81,10.29,96.52,0,75,7,7.75,64.34,225.20,64.05,99.94,0,95,9,3.58,27.10,94.85,7.45,57.74,0
1715,54,60,6,5.97,43.29,151.52,10.83,96.48,0,75,7,7.76,64.31,225.10,64.19,99.91,0,95,9,3.58,26.26,91.92,8.21,55.96,0
1716,54,60,6,5.98,42.84,149.92,9.77,96.06,0,75,7,7.77,63.74,223.09,60.79,98.80,0,95,9,3.59,25.31,88.58,10.07,53.56,0
1717,54,60,6,5.98,41.83,146.39,9.14,94.48,0,75,7,7.78,62.74,219.60,53.73,96.27,0,95,9,3.59,24.78,86.74,22.50,52.46,0
1718,54,60,6,5.98,40.27,140.96,7.67,91.03,0,75,7,7.79,62.01,217.03,41.30,94.98,0,95,9,3.59,24.80,86.80,26.59,52.48,0
1719,54,60,6,5.99,38.90,136.16,10.30,88.10,0,75,7,7.79,61.71,215.97,27.67,94.82,0,95,9,3.59,24.93,87.25,22.97,52.56,0
1720,54,60,6,5.99,38.04,133.13,12.46,86.74,0,75,7,7.80,61.87,216.53,47.45,94.87,0,95,9,3.60,25.55,89.41,85.41,53.66,0
1721,55,60,6,6.00,37.82,132.38,42.07,86.45,0,75,7,7.81,62.48,218.69,100.00,95.47,0,95,9,3.60,26.35,92.23,126.70,55.87,1
1722,55,60,6,6.00,38.34,134.18,119.28,87.48,0,75,7,7.82,63.54,222.39,171.11,97.85,0,95,9,3.60,26.80,93.81,96.52,56.95,1
1723,55,60,6,6.00,39.74,139.08,182.67,90.45,1,75,7,7.82,64.31,225.08,157.24,99.62,0,95,9,3.61,26.89,94.11,43.51,57.07,0
1724,55,60,6,6.01,41.02,143.58,195.20,93.59,1,75,7,7.83,64.57,225.99,93.12,99.97,0,95,9,3.61,26.96,94.37,11.23,57.10,0
